t;pixelx;pixely;frame
0;1032;506,5;0
0,01668889;1040,5;505,5;1
0,03337778;1051;504;2
0,05005556;1063;508,5;3
0,06674444;1076;518;4
0,08342222;1086;520;5
0,1001111;1094;511,5;6
0,1167889;1105;500,5;7
0,1334778;1117;492,5;8
0,1501556;1127,5;491;9
0,1668444;1137;491;10
0,1835222;1149;487;11
0,2002111;1160;481;12
0,2168889;1169;476;13
0,2335778;1177;474,5;14
0,2502556;1188;476,5;15
0,2669444;1199;480;16
0,2836222;1185,5;476;17
0,3003111;1162,5;468,5;18
0,3169889;1142,5;465,5;19
0,3336778;1123,5;469;20
0,3503556;1104;472,5;21
0,3670444;1083;473;22
0,3837222;1063;472;23
0,4004111;1044;472,5;24
0,4170889;1028;475,5;25
0,4337778;1008,5;481;26
0,4504556;988,5;489;27
0,4671444;969;494;28
0,4838222;953;495,5;29
0,5005111;935;503,5;30
0,5171889;916,5;513,5;31
0,5338778;899;523;32
0,5505556;882;533,5;33
0,5672444;865,5;541;34
0,5839222;847,5;548,5;35
0,6006111;829;561;36
0,6172889;813,5;575;37
0,6339778;799;578;38
0,6506556;781;573;39
0,6673444;762;567,5;40
0,6840222;746;563,5;41
0,7507556;789,5;532;45
0,7674444;816;522;46
0,7841222;847,5;512;47
0,8008111;877;507;48
0,8174889;907;503;49
0,8341778;935;494;50
0,8508556;962,5;488,5;51
0,8675444;986;485;52
0,8842222;1012;484,5;53
0,9009111;1036,5;486;54
0,9175889;1061,5;486;55
0,9342778;1083,5;488;56
0,9509556;1103;488,5;57
0,9676444;1121,5;487,5;58
0,9843222;1144;473;59
1,001011;1169;463;60
1,017689;1191,5;449;61
1,034378;1201;441,5;62
1,051056;1177,5;439,5;63
1,067744;1157,5;442;64
1,084422;1133,5;443,5;65
1,101111;1111;447;66
1,117789;1090;449;67
1,134478;1066,5;453;68
1,151156;1043;457,5;69
1,167844;1023,5;465;70
1,184522;1002;474,5;71
1,201211;983,5;481,5;72
1,217889;960;491;73
1,234578;938,5;499,5;74
1,251256;917;511;75
1,267944;898;522,5;76
1,284622;881,5;535;77
1,301311;859,5;548;78
1,317989;838;560,5;79
1,334678;819;577;80
1,351356;798,5;584;81
1,368044;778,5;582;82
1,384722;757,5;580,5;83
1,401411;738;580,5;84
1,468144;792;548,5;88
1,484822;832;536;89
1,501511;871,5;525;90
1,518189;907,5;518,5;91
1,534878;938;512,5;92
1,551556;980;507,5;93
1,568244;1012;504;94
1,584922;1048;500,5;95
1,601611;1077,5;498,5;96
1,618289;1108,5;499,5;97
1,634978;1138;502;98
1,651656;1169,5;505,5;99
1,668344;1196;509;100
1,685022;1220;507,5;101
1,701711;1252,5;489;102
1,718389;1281;475,5;103
1,735078;1305;465,5;104
1,751756;1332;455,5;105
1,768444;1359,5;447;106
1,785122;1375,5;438;107
1,801811;1332;437;108
1,818489;1296,5;439;109
1,835178;1257,5;443;110
1,851856;1216;447;111
1,868544;1176,5;451,5;112
1,885222;1137;457;113
1,901911;1098;465;114
1,918589;1060;474;115
1,935278;1023,5;483,5;116
1,951956;986,5;496,5;117
1,968644;953;504,5;118
1,985322;917;518,5;119
2,002011;884;532;120
2,018689;850;548;121
2,035378;817;554,5;122
2,052056;778;548,5;123
2,068744;741,5;546,5;124
2,085422;707;542;125
2,102111;674;542,5;126
2,118789;639,5;543;127
2,135478;604,5;545,5;128
2,168844;615,5;534,5;130
2,185522;654,5;526,5;131
2,202211;687;522,5;132
2,218889;725,5;519,5;133
2,235578;756,5;514,5;134
2,252256;789,5;512;135
2,268944;820,5;511;136
2,285622;852,5;512;137
2,302311;881;515;138
2,318989;910,5;518;139
2,335678;921,5;518;140
2,352356;922;518;141
2,369044;922;518;142
2,385722;925,5;519,5;143
2,402411;925,5;523,5;144
2,419089;925,5;527;145
2,435778;925,5;528;146
2,452456;925,5;531,5;147
2,469144;926,5;535,5;148
2,485822;926,5;542;149
2,502511;927,5;543;150
2,519189;929,5;540,5;151
2,535878;930;540;152
2,552556;931;539,5;153
2,569244;935;538;154
2,585922;935;539;155
2,602611;936;541;156
2,619289;936;542;157
2,635978;937;544;158
2,652656;938,5;548;159
2,669344;940;553,5;160
2,686022;940;557;161
2,702711;942;555,5;162
2,719389;945;553;163
2,736078;947;553;164
2,752756;947,5;553;165
2,769444;949,5;554,5;166
2,786122;952;556;167
2,802811;954;556;168
2,819489;954;557,5;169
2,836178;957;561,5;170
2,852856;960,5;564;171
2,869544;962,5;564;172
2,886222;964;561;173
2,902911;966;560;174
2,919589;969;560;175
2,936278;971;562;176
2,952956;973,5;564,5;177
2,969644;976;566;178
2,986322;978;568;179
3,003011;981,5;568;180
3,019689;985,5;566,5;181
3,036378;988,5;566,5;182
3,053056;991;566;183
3,069744;995;565,5;184
3,086422;998;566;185
3,103111;999,5;567,5;186
3,119789;1003;571,5;187
3,136478;1007;572,5;188
3,153156;1011;572;189
3,169844;1015;570;190
3,186522;1019;569;191
3,203211;1021,5;569;192
3,219889;1026;569,5;193
3,236578;1030;571;194
3,253256;1033;572,5;195
3,269944;1035,5;574;196
3,286622;1041,5;574;197
3,303311;1045;572,5;198
3,319989;1050;571,5;199
3,336678;1054,5;572;200
3,353356;1059;571;201
3,370044;1063,5;572;202
3,386722;1067;572;203
3,403411;1072,5;575;204
3,420089;1077,5;576;205
3,436778;1082;574;206
3,453456;1087;572;207
3,470144;1091,5;572;208
3,486822;1096;572;209
3,503511;1101,5;574;210
3,520189;1107;575;211
3,536878;1112;574;212
3,553556;1116,5;571,5;213
3,570244;1122;571,5;214
3,586922;1128,5;572;215
3,603611;1134;573,5;216
3,620289;1139;572,5;217
3,636978;1143,5;574,5;218
3,653656;1144;578;219
3,670344;1146,5;580,5;220
3,687022;1147;583;221
3,703711;1148;587;222
3,720389;1149;590;223
3,737078;1150;595,5;224
3,753756;1151;602;225
3,770444;1151,5;608;226
3,787122;1154;615,5;227
3,803811;1154;622;228
3,820489;1155;628,5;229
3,837178;1155,5;636,5;230
3,853856;1156,5;646,5;231
3,870544;1158;655,5;232
3,887222;1160;666,5;233
3,903911;1161;676;234
3,920589;1161;686,5;235
3,937278;1161;699;236
3,953956;1162;712;237
3,970644;1162,5;723,5;238
3,987322;1163;736,5;239
4,004011;1163;748,5;240
4,020689;1163;764;241
6,156156;786,5;427,5;369
6,172844;781,5;399,5;370
6,189522;778,5;373,5;371
6,206211;776,5;349;372
6,222889;772,5;321,5;373
6,239578;769,5;298;374
6,256256;767;275,5;375
6,272944;763;251,5;376
6,289622;761;229,5;377
6,306311;758,5;208,5;378
6,322989;756,5;189,5;379
6,339678;753;170;380
6,356356;750,5;151;381
6,373044;749;133,5;382
6,389722;747,5;115,5;383
6,406411;745;100;384
6,423089;743;84;385
6,439778;740,5;69;386
6,456456;738;53;387
6,473144;736;39;388
6,489822;733,5;27,5;389
6,506511;732,5;15,5;390
6,523189;730;3,5;391
7,123789;668,5;9,5;427
7,140478;667;20;428
7,157156;665;30,5;429
7,173844;663;44;430
7,190522;663;57,5;431
7,207211;661,5;71,5;432
7,223889;659;85,5;433
7,240578;658;99,5;434
7,257256;656,5;113,5;435
7,273944;653,5;129;436
7,290622;653,5;145,5;437
7,307311;652;162,5;438
7,323989;649,5;180,5;439
7,340678;647;197,5;440
7,357356;647;216;441
7,374044;646;231,5;442
7,390722;642,5;253,5;443
7,407411;641;272,5;444
7,424089;640;292;445
7,440778;638;312;446
7,457456;636,5;332;447
7,474144;635,5;352,5;448
7,490822;633,5;374,5;449
7,507511;631;396,5;450
7,524189;630,5;417,5;451
7,540878;629;439,5;452
7,557556;625,5;464,5;453
7,574244;625;486,5;454
7,590922;624;508,5;455
7,607611;623;531,5;456
7,624289;624;551;457
7,640978;641,5;551,5;458
7,657656;660,5;554,5;459
7,674344;679,5;556,5;460
7,691022;698;559,5;461
7,707711;712;561,5;462
7,724389;730,5;565;463
7,741078;744;565,5;464
7,757756;760;553,5;465
7,774444;774;545;466
7,791122;788;538,5;467
7,807811;801,5;530,5;468
7,824489;818;524;469
7,841178;832;518,5;470
7,857856;846;513;471
7,874544;858;508,5;472
7,891222;872;503,5;473
7,907911;885;500,5;474
7,924589;900;497;475
7,941278;913,5;495;476
7,957956;925;496;477
7,974644;939;494;478
7,991322;952,5;493;479
8,008011;963;493,5;480
8,024689;977;493,5;481
8,041378;991,5;496,5;482
8,058056;1001;499;483
8,074744;1015;501;484
8,091422;1027;504,5;485
8,108111;1040;508,5;486
8,124789;1052,5;514;487
8,141478;1062;516;488
8,158156;1072;508;489
8,174844;1082,5;502;490
8,191522;1094;496;491
8,208211;1104;492;492
8,224889;1114;486;493
8,241578;1125;482,5;494
8,258256;1133;478;495
8,274944;1143,5;476,5;496
8,291622;1154;474,5;497
8,308311;1163;472,5;498
8,324989;1172,5;472;499
8,341678;1183,5;472;500
8,358356;1193;472;501
8,375044;1197;473;502
8,391722;1183;472,5;503
8,408411;1171;474,5;504
8,425089;1159;476;505
8,441778;1146;480;506
8,458456;1135;483;507
8,475144;1123,5;485,5;508
8,491822;1111,5;489;509
8,508511;1101;492,5;510
8,525189;1089,5;498;511
8,541878;1078,5;503,5;512
8,558556;1068;508,5;513
8,575244;1059;514;514
8,591922;1049;520,5;515
8,608611;1038,5;528;516
8,625289;1028,5;535,5;517
8,641978;1018;544;518
8,658656;1009,5;552;519
8,675344;999,5;561,5;520
8,692022;991;570;521
8,708711;979;579,5;522
8,725389;971,5;589,5;523
8,742078;965;589;524
8,758756;957,5;587;525
8,775444;950;586;526
8,792122;944,5;585;527
8,808811;938;584,5;528
8,825489;932,5;584,5;529
8,842178;926,5;586,5;530
8,858856;920,5;588;531
8,875544;914,5;591;532
8,892222;909;592;533
8,908911;903;596;534
8,925589;897,5;600,5;535
8,942278;890,5;605,5;536
8,958956;886,5;610;537
8,975644;880,5;615;538
8,992322;875,5;623;539
9,009011;870,5;630;540
9,025689;866;636;541
9,059056;891,5;613,5;543
9,075744;909;598;544
9,092422;924,5;584;545
9,109111;942,5;570,5;546
9,125789;958;558,5;547
9,142478;972,5;549,5;548
9,159156;986,5;541;549
9,175844;1000,5;534;550
9,192522;1012,5;528,5;551
9,209211;1026,5;522,5;552
9,225889;1039,5;519;553
9,242578;1051;516;554
9,259256;1062,5;513;555
9,275944;1071,5;512,5;556
9,292622;1080,5;513,5;557
9,309311;1091;514;558
9,325989;1099,5;515,5;559
9,342678;1107,5;518;560
9,359356;1118;508;561
9,376044;1128,5;495;562
9,392722;1137,5;485;563
9,409411;1147;474;564
9,426089;1156;465,5;565
9,442778;1165;457;566
9,459456;1171,5;450,5;567
9,476144;1180;443;568
9,492822;1185,5;438;569
9,509511;1190;434,5;570
9,526189;1169,5;434;571
9,542878;1144;431,5;572
9,559556;1120,5;433,5;573
9,576244;1098;433,5;574
9,592922;1074;434,5;575
9,609611;1050,5;440;576
9,626289;1029,5;444;577
9,642978;1006;450;578
9,659656;984,5;454;579
9,676344;964;460;580
9,693022;942;468,5;581
9,709711;919,5;477;582
9,726389;898,5;486;583
9,743078;878;495;584
9,759756;855,5;506;585
9,776444;837,5;518;586
9,793122;814;530;587
9,809811;794;542;588
9,826489;775,5;555,5;589
9,843178;755;568,5;590
9,859856;738;583,5;591
9,876544;719,5;582,5;592
9,893222;700,5;576;593
9,909911;683;572,5;594
9,926589;666,5;569;595
9,943278;651;566,5;596
9,959956;635;565;597
9,976644;616;565;598
9,993322;599,5;564;599
10,01001;583;565;600
10,02669;567,5;567;601
10,04338;550;569;602
10,06006;533,5;571,5;603
10,07674;515,5;575;604
10,09342;501,5;579;605
10,17684;534;549,5;610
10,19352;579;528;611
10,21021;624;508;612
10,22689;671;489;613
10,24358;713;474;614
10,26026;755;462;615
10,27694;793;451;616
10,29362;835,5;442,5;617
10,31031;876;435;618
10,32699;913,5;429;619
10,34368;945,5;427,5;620
10,36036;983;424,5;621
10,37704;1020;424,5;622
10,39372;1052,5;426;623
10,41041;1084;426,5;624
10,42709;1117;430;625
10,44378;1147,5;437,5;626
10,46046;1175;442;627
10,47714;1204,5;449;628
10,49382;1231,5;458;629
10,51051;1256,5;468;630
10,52719;1282;476;631
10,54388;1306,5;487,5;632
10,56056;1332;500,5;633
10,57724;1354,5;512;634
10,59392;1376,5;524,5;635
10,61061;1398;538,5;636
10,62729;1420;552;637
10,64398;1440;566;638
10,66066;1459,5;583;639
10,67734;1479,5;600;640
10,69402;1499;598;641
10,71071;1520;578,5;642
10,72739;1542;561,5;643
10,74408;1562;547;644
10,76076;1585,5;532;645
10,77744;1606;519;646
10,79412;1626;505,5;647
10,81081;1648,5;494;648
10,82749;1667,5;486;649
10,84418;1687,5;476,5;650
10,86086;1706;468,5;651
10,87754;1725,5;461;652
10,89422;1744,5;454,5;653
10,91091;1763,5;448,5;654
10,92759;1781,5;446,5;655
10,94428;1798;441;656
10,96096;1816,5;438,5;657
10,97764;1835,5;436;658
10,99432;1850,5;435;659
11,01101;1868,5;435,5;660
11,02769;1886;435,5;661
11,04438;1902;437,5;662
11,06106;1916,5;439,5;663
14,76476;1145,5;393;885
14,78144;1143,5;385,5;886
14,79812;1143,5;379,5;887
14,81481;1143,5;374;888
14,83149;1143,5;369;889
14,84818;1142;364;890
14,86486;1142;361;891
14,88154;1142;357;892
14,89822;1141;354;893
14,91491;1141;352;894
14,93159;1140,5;349;895
14,94828;1140,5;348;896
14,96496;1139,5;348;897
14,98164;1139,5;347;898
14,99832;1139,5;347;899
15,01501;1137,5;348;900
15,03169;1137,5;350;901
15,04838;1137,5;351,5;902
15,06506;1137,5;353,5;903
15,08174;1137,5;356,5;904
15,09842;1136,5;360,5;905
15,11511;1136,5;365;906
15,13179;1135,5;370;907
15,14848;1135,5;375,5;908
15,16516;1134,5;380,5;909
15,18184;1134,5;388;910
15,19852;1134;394;911
15,2152;1134;402;912
15,23189;1133,5;409,5;913
15,24858;1134,5;418;914
15,26526;1127;427,5;915
15,28194;1112;432;916
15,29862;1097,5;438;917
15,31531;1082;443,5;918
15,33199;1067,5;452;919
15,34868;1054;459,5;920
15,36536;1039,5;468;921
15,38204;1025,5;477;922
15,39872;1012;486;923
15,41541;998;496,5;924
15,43209;988;496;925
15,44878;976,5;491;926
15,46546;968,5;489;927
15,48214;957,5;488;928
15,49882;944,5;487,5;929
15,51551;937,5;485;930
15,53219;928;485;931
15,54888;916,5;484,5;932
15,56556;909;487;933
15,58224;898;487;934
15,59892;889,5;490;935
15,61561;880,5;492;936
15,63229;870,5;494,5;937
15,64898;862;499;938
15,66566;853,5;504;939
15,68234;846;507,5;940
15,69902;833,5;515;941
15,71571;828;519;942
15,73239;819;526,5;943
15,74908;810,5;533;944
15,76576;803,5;539,5;945
15,78244;796;548,5;946
15,79912;788;556;947
15,81581;780;561,5;948
15,83249;774;558,5;949
15,84918;769,5;555,5;950
15,86586;765;552,5;951
15,88254;761;550,5;952
15,89922;771,5;540,5;953
15,91591;783;530,5;954
15,93259;794,5;521;955
15,94928;806,5;512,5;956
15,96596;818;503,5;957
15,98264;828;495;958
15,99932;839,5;489,5;959
16,01601;850;482,5;960
16,03269;862;476,5;961
16,04938;873,5;471,5;962
16,06606;885;467;963
16,08274;895;462,5;964
16,09942;905;459;965
16,11611;917;457;966
16,13279;926;456;967
16,14948;937,5;453;968
16,16616;948,5;453;969
16,18284;957,5;451;970
16,19952;967,5;451;971
16,21621;979;451;972
16,23289;989;453,5;973
16,24958;999;454;974
16,26626;1010;455,5;975
16,28294;1019;456,5;976
16,29962;1027,5;459,5;977
16,31631;1038,5;464,5;978
16,33299;1049;468,5;979
16,34968;1057,5;473;980
16,36636;1066;478;981
16,38304;1076,5;483,5;982
16,39972;1084,5;489;983
16,41641;1094,5;495;984
16,43309;1104,5;504,5;985
16,44978;1113;510,5;986
16,46646;1123,5;518;987
16,48314;1129,5;513;988
16,49982;1137,5;503,5;989
16,51651;1143,5;497;990
16,53319;1151;491;991
16,54988;1157,5;483,5;992
16,56656;1164;478;993
16,58324;1170;474,5;994
16,59992;1176,5;469,5;995
16,61661;1183,5;466,5;996
16,63329;1190;463,5;997
16,64998;1196,5;460;998
16,66666;1202,5;457;999
16,68334;1208,5;456;1000
16,70002;1216;456;1001
16,71671;1222;454,5;1002
16,73339;1229;456;1003
16,75008;1235,5;456;1004
16,76676;1214,5;460,5;1005
16,78344;1159,5;468,5;1006
16,80012;1102,5;477,5;1007
16,81681;1046,5;491;1008
16,83349;991;503,5;1009
16,85018;936;518,5;1010
16,86686;883;534;1011
16,88354;833,5;554,5;1012
16,90022;784;564;1013
16,91691;734;557,5;1014
16,93359;682,5;557,5;1015
16,95028;636,5;558,5;1016
16,96696;587,5;560;1017
16,98364;541,5;561;1018
17,00032;498,5;567,5;1019
17,01701;453;571,5;1020
17,05038;470,5;561;1022
17,06706;515,5;545;1023
17,08374;558,5;535;1024
17,10042;600;524,5;1025
17,11711;641;518;1026
17,13379;681;510,5;1027
17,15048;720;503;1028
17,16716;759,5;501;1029
17,18384;794;498,5;1030
17,20052;829;496;1031
17,21721;866,5;495,5;1032
17,23389;898;493;1033
17,25058;929,5;494,5;1034
17,26726;962,5;496,5;1035
17,28394;994,5;499,5;1036
17,30062;1024,5;503;1037
17,31731;1053;508;1038
17,33399;1082,5;513,5;1039
17,35068;1109,5;519;1040
17,36736;1136;509;1041
17,38404;1160,5;499,5;1042
17,40072;1186,5;489;1043
17,41741;1211;480;1044
17,43409;1233;475,5;1045
17,45078;1258,5;468;1046
17,46746;1281,5;463,5;1047
17,48414;1304;459;1048
17,50082;1329,5;456;1049
17,51751;1353;450,5;1050
17,53419;1373,5;450;1051
17,55088;1396;450;1052
17,56756;1418;448;1053
17,58424;1438,5;448;1054
17,60092;1462;450;1055
17,61761;1481,5;450;1056
17,63429;1502;453;1057
17,65098;1524;457;1058
17,66766;1542;460;1059
17,68434;1561;467;1060
17,70102;1581;472;1061
17,71771;1599;478;1062
17,73439;1617;484;1063
17,75108;1634;490,5;1064
17,76776;1651,5;498,5;1065
17,78444;1668,5;508;1066
17,80112;1685,5;518,5;1067
17,81781;1699,5;526;1068
17,83449;1717;538;1069
17,85118;1732;547,5;1070
17,86786;1747,5;558,5;1071
17,88454;1763;570;1072
17,90122;1773;581,5;1073
17,95128;1825;585;1076
17,96796;1841;574,5;1077
17,98464;1857;563,5;1078
18,00132;1873,5;554;1079
18,01801;1889;545,5;1080
18,03469;1906,5;537,5;1081
18,05138;1918;531;1082
22,37236;1137,5;384,5;1341
22,38904;1135,5;378;1342
22,40572;1135;371,5;1343
22,42241;1133,5;366;1344
22,43909;1132,5;361;1345
22,45578;1131,5;357;1346
22,47246;1129,5;352;1347
22,48914;1129,5;348,5;1348
22,50582;1127,5;345,5;1349
22,52251;1127,5;343,5;1350
22,53919;1125,5;341;1351
22,55588;1124;340;1352
22,57256;1124;340;1353
22,58924;1122,5;340;1354
22,60592;1122;340,5;1355
22,62261;1121;341,5;1356
22,63929;1120,5;343;1357
22,65598;1118,5;345,5;1358
22,67266;1117,5;348,5;1359
22,68934;1117,5;350;1360
22,70602;1115,5;355;1361
22,72271;1114,5;358,5;1362
22,73939;1114;364;1363
22,75608;1113,5;368;1364
22,77276;1112,5;374;1365
22,78944;1111,5;380;1366
22,80612;1111,5;389;1367
22,82281;1109,5;396,5;1368
22,83949;1108;403,5;1369
22,85618;1107,5;412;1370
22,87286;1106;421;1371
22,88954;1105;428;1372
22,90622;1102,5;435;1373
22,92291;1101,5;442;1374
22,93959;1099,5;449;1375
22,95628;1096;457,5;1376
22,97296;1094,5;466,5;1377
22,98964;1092;474,5;1378
23,00632;1089,5;484;1379
23,02301;1087,5;494,5;1380
23,03969;1084,5;506;1381
23,05638;1081;507;1382
23,07306;1079;504;1383
23,08974;1075;502;1384
23,10642;1071;501,5;1385
23,12311;1068,5;499;1386
23,13979;1065;499;1387
23,15648;1062,5;499;1388
23,17316;1059;499,5;1389
